MCI	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	detalhe
518681971	134931282	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	134931282 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518740897	150117417	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	150117417 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518933434	304305104	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	304305104 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519043376	251330046	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	251330046 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519080525	38709837	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	38709837 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519088204	153987926	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	153987926 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519121242	6149	697805197	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6149 - 697805197 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519183986	135605453	475203196	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	135605453 - 475203196 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519243914	306307087	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	306307087 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519289115	703602294	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	703602294 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519532704	17526	126611034	134007563	356110510	356110962	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	17526 - 126611034 - 134007563 - 356110510 - 356110962 - nan - nan - nan - nan - nan - nan - nan - nan - nan
519580167	686302770	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	686302770 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
519934477	65432	159014118	356110899	356110971	356111240	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	65432 - 159014118 - 356110899 - 356110971 - 356111240 - nan - nan - nan - nan - nan - nan - nan - nan - nan
520004638	20085	108988597	151053186	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20085 - 108988597 - 151053186 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520138863	126610868	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	126610868 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520189610	30016635	30016771	146175951	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30016635 - 30016771 - 146175951 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520203082	356110954	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	356110954 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520247277	432808984	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	432808984 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520282509	28428	125734576	148768560	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28428 - 125734576 - 148768560 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520306308	6405	704205335	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6405 - 704205335 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520354940	74510	126610353	126610419	126611298	126611365	126611599	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	74510 - 126610353 - 126610419 - 126611298 - 126611365 - 126611599 - nan - nan - nan - nan - nan - nan - nan - nan
520368923	150538572	432809585	432810431	432810458	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	150538572 - 432809585 - 432810431 - 432810458 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520377633	96985	38709640	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	96985 - 38709640 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520403519	34011156	358407758	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34011156 - 358407758 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520415074	6994	151951651	697805899	697805925	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6994 - 151951651 - 697805899 - 697805925 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520512961	151111029	151111590	153137473	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	151111029 - 151111590 - 153137473 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520513763	279207487	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	279207487 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520522658	8664	30017406	155376369	701600593	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8664 - 30017406 - 155376369 - 701600593 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520524620	63784	154420308	989683826	990134721	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	63784 - 154420308 - 989683826 - 990134721 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520561222	126610901	153915866	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	126610901 - 153915866 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520574017	28423	154919135	703602351	703602352	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28423 - 154919135 - 703602351 - 703602352 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520579016	593700255	593700284	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	593700255 - 593700284 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
520586753	64608002	64608003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	64608002 - 64608003 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
600531752	7605184	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7605184 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
602813544	113185796	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	113185796 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
603087281	182007287	991668330	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	182007287 - 991668330 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
604640917	55927063	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	55927063 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
604785234	853300337	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	853300337 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
604964415	699701310	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	699701310 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
605144252	105893653	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	105893653 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
605288382	134008461	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	134008461 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
605631631	148119839	579301195	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	148119839 - 579301195 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
606934984	108421	107362189	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	108421 - 107362189 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
607297114	91414184	935132778	947543515	969739436	985254996	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	91414184 - 935132778 - 947543515 - 969739436 - 985254996 - nan - nan - nan - nan - nan - nan - nan - nan - nan
703215935	440000762	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	440000762 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
704235130	485900612	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	485900612 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
704339692	69304303	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	69304303 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
800059234	109676811	948025548	972075808	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	109676811 - 948025548 - 972075808 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
824156606	69685176	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	69685176 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
824193857	120062067	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	120062067 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
824828384	117004153	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	117004153 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
824841194	110853	136651731	140848848	140911153	140911993	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	110853 - 136651731 - 140848848 - 140911153 - 140911993 - nan - nan - nan - nan - nan - nan - nan - nan - nan
824948745	159326120	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	159326120 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
824984071	96949	140156813	140275471	150438813	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	96949 - 140156813 - 140275471 - 150438813 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
825073592	131564878	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	131564878 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
825242498	116755722	121245991	123009416	130109543	825600908	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	116755722 - 121245991 - 123009416 - 130109543 - 825600908 - nan - nan - nan - nan - nan - nan - nan - nan - nan
825263822	580900327	914180070	917951499	942649349	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	580900327 - 914180070 - 917951499 - 942649349 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
825474872	2073	129590462	963680596	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2073 - 129590462 - 963680596 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
825524328	402256	114345339	116441164	116481637	986055360	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	402256 - 114345339 - 116441164 - 116481637 - 986055360 - nan - nan - nan - nan - nan - nan - nan - nan - nan
825533187	438500641	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	438500641 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
825574172	992113596	997501025	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	992113596 - 997501025 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
825835357	136768124	139059798	141884967	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	136768124 - 139059798 - 141884967 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
826094033	56936361	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	56936361 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
826106303	112135766	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	112135766 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
826248359	139303903	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	139303903 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
826331712	40474	280004159	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	40474 - 280004159 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
826671939	56771044	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	56771044 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
826680900	106294	811500635	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	106294 - 811500635 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
826698226	56935571	114829552	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	56935571 - 114829552 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
826785215	132035924	139980681	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	132035924 - 139980681 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
827256941	55803576	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	55803576 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
827272613	56041536	107230530	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	56041536 - 107230530 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
827434368	37969	116275041	117373274	958941047	986416440	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	37969 - 116275041 - 117373274 - 958941047 - 986416440 - nan - nan - nan - nan - nan - nan - nan - nan - nan
828219209	484900514	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	484900514 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828345366	109770674	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	109770674 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828396655	93323288	141844915	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	93323288 - 141844915 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828668254	56800691	130853334	132718418	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	56800691 - 130853334 - 132718418 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828687375	950039999	965338737	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	950039999 - 965338737 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828734332	825601216	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	825601216 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828837685	104976902	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	104976902 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828896764	92875518	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	92875518 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828911173	130995584	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	130995584 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
828998412	56935568	108481870	111272752	117943179	121886564	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	56935568 - 108481870 - 111272752 - 117943179 - 121886564 - nan - nan - nan - nan - nan - nan - nan - nan - nan
829011627	99945782	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	99945782 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
829013472	87266961	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	87266961 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
829025830	4560	825601365	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4560 - 825601365 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
829500607	605	87697287	117384266	121253669	153860692	948412941	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	605 - 87697287 - 117384266 - 121253669 - 153860692 - 948412941 - nan - nan - nan - nan - nan - nan - nan - nan
830288662	115742335	119101594	121881129	121883400	125310999	979850417	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	115742335 - 119101594 - 121881129 - 121883400 - 125310999 - 979850417 - nan - nan - nan - nan - nan - nan - nan - nan
830362103	89202520	118055806	121139394	123215877	148014706	161414635	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	89202520 - 118055806 - 121139394 - 123215877 - 148014706 - 161414635 - nan - nan - nan - nan - nan - nan - nan - nan
832307493	40211360	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	40211360 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
836834945	76563	30014831	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	76563 - 30014831 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
837130027	676103668	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	676103668 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
838198561	110297583	111832721	112596077	112608637	114356715	115010955	116914906	117577643	119183192	120093574	121552043	121783295	126793353	127628826	128864848	158366785	956579224	983481550	nan	nan	nan	nan	nan	nan	nan	nan	nan	110297583 - 111832721 - 112596077 - 112608637 - 114356715 - 115010955 - 116914906 - 117577643 - 119183192 - 120093574 - 121552043 - 121783295 - 126793353 - 127628826
841195532	126406261	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	126406261 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
843441048	120873393	156525310	162528155	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	120873393 - 156525310 - 162528155 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
843638245	155962501	181805724	181805725	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	155962501 - 181805724 - 181805725 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
843947097	243604808	243604984	243605852	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	243604808 - 243604984 - 243605852 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
844688787	430505687	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	430505687 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
845048432	146986934	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	146986934 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
845294031	69171	157741660	356110731	356110885	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	69171 - 157741660 - 356110731 - 356110885 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
845798680	132155001	158876741	270010619	270010632	270010675	270010704	270010771	270010901	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	132155001 - 158876741 - 270010619 - 270010632 - 270010675 - 270010704 - 270010771 - 270010901 - nan - nan - nan - nan - nan - nan
845967295	135384785	429704594	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	135384785 - 429704594 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
846242451	181507527	703602389	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	181507527 - 703602389 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
